frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
676,502.0,[2407.6786330239383 1525.5523043807614 3120.0196544511937 2146.8964530254607],[2669.21484375 1910.74365234375 2866.286865234375 1999.34326171875],0.6516099572181702,EY61NBG,0.4006532129883089
677,502.0,[2411.02744222553 1527.6182962052042 3123.8187910861666 2146.810183120814],[2668.032958984375 1921.199951171875 2874.1181640625 2008.7294921875],0.6863928437232971,EY61MBG,0.3237616891009123
677,370.0,[882.5772757856178 1602.31525746382 1618.1633276669088 2156.5618257823494],[1187.884521484375 2034.17822265625 1336.43701171875 2112.88427734375],0.32158368825912476,0,0
678,502.0,[2413.865349770366 1529.0211342719667 3128.5982601395813 2145.564576808574],[2669.076416015625 1924.052978515625 2876.16357421875 2007.1455078125],0.6776455044746399,EV61NBG,0.2161305523026322
679,502.0,[2414.665739441948 1529.9713949855866 3131.004176276261 2144.5632976252728],[2669.07666015625 1924.112060546875 2876.236328125 2007.1416015625],0.6779327392578125,EV61NBG,0.2161305523026322
680,502.0,[2416.4964894944983 1531.76275654231 3136.665705794206 2144.364204014693],[2673.53076171875 1924.5355224609375 2871.830078125 2013.022705078125],0.6900720000267029,EY61NBG,0.4192211246551646
681,502.0,[2416.5094584583194 1535.6991523286185 3135.7378085723713 2144.32494543036],[2676.96240234375 1928.58544921875 2877.106201171875 2019.8016357421875],0.6994504928588867,EY61NBG,0.7593370788905137
681,370.0,[871.2758825737235 1615.0261902179684 1618.7391108171516 2157.4105870339476],[1147.630615234375 2057.4794921875 1330.99609375 2152.54150390625],0.49470534920692444,0,0
682,502.0,[2418.996272956535 1541.038641422514 3139.3859086017446 2144.985249026646],[2679.45703125 1924.5501708984375 2877.826171875 2024.8114013671875],0.6833680868148804,EY61NBG,0.6833622975811458
682,15.0,[715.8483642316985 2053.6584777077387 1319.9286213478908 2161.5938569882446],[1146.249267578125 2065.80517578125 1319.488525390625 2155.45263671875],0.48408856987953186,0,0
683,502.0,[2423.1241778615827 1545.8110398251986 3146.9930979825745 2145.4117674200916],[2680.47802734375 1939.3619384765625 2881.57763671875 2036.6524658203125],0.6628584861755371,EY61NBG,0.5942680633416485
684,502.0,[2421.970353784097 1551.9948950413764 3145.7087060803324 2145.5079577744473],[2682.233642578125 1945.108154296875 2888.46533203125 2036.074951171875],0.6391470432281494,EY61MBG,0.3356314265912414
685,502.0,[2421.3470971634965 1555.3072805764336 3144.790121852407 2144.5083669799833],[2682.200439453125 1945.05029296875 2888.48974609375 2036.120361328125],0.6400492191314697,EY61MBG,0.3356314265912414
686,502.0,[2423.6884428565468 1558.8728449833636 3149.7315617975496 2143.3972909327495],[2683.053466796875 1959.2138671875 2890.9697265625 2044.13232421875],0.6912564039230347,EY61MBG,0.3875763459869804
687,502.0,[2425.3267149713197 1562.5063403575248 3155.3669682105688 2143.505151898561],[2682.758544921875 1960.291259765625 2890.945068359375 2048.058837890625],0.7027954459190369,EY61NBG,0.49320229332601895
688,502.0,[2425.124068987956 1566.5923927146584 3157.211625117943 2144.7670983346047],[2680.833251953125 1965.6881103515625 2883.898681640625 2052.25537109375],0.6949275732040405,EY61NBG,0.3468925992980023
689,502.0,[2422.5940651117953 1571.323302621784 3156.810625767048 2145.5579478275854],[2686.595947265625 1974.413330078125 2884.1982421875 2056.297607421875],0.6926998496055603,EY61NBG,0.32362972151465685
690,502.0,[2425.8863647160306 1574.103553958816 3164.138934830781 2145.8508742644],[2689.364013671875 1971.346435546875 2885.66796875 2063.2080078125],0.7146955132484436,EY61NBG,0.39533764477227185
691,502.0,[2426.487812419834 1575.7138038549144 3167.5890297849164 2145.541735160059],[2689.40478515625 1971.308349609375 2885.712158203125 2063.33740234375],0.7146856188774109,EY61NBG,0.39533764477227185
692,502.0,[2429.2583586501664 1578.2362678160966 3173.3338047205384 2145.837277447688],[2693.99755859375 1974.94482421875 2897.8896484375 2072.520263671875],0.7078855633735657,EY61NBG,0.49677051186209487
693,502.0,[2428.8761095544724 1583.6047676986257 3172.126615717274 2146.8975336182975],[2692.7802734375 1971.0574951171875 2900.25390625 2083.78125],0.6883620023727417,EY61NBG,0.6462372894463014
694,502.0,[2430.1445852354004 1587.9748663094822 3171.776994820709 2147.1415897664237],[2690.52197265625 1987.0458984375 2907.760986328125 2088.114990234375],0.6847725510597229,EY61NBG,0.8788461098916044
695,502.0,[2430.0692209537997 1591.7337163863203 3169.416653219096 2147.2030905314614],[2684.39453125 1997.765625 2907.791259765625 2089.563720703125],0.6549910306930542,EY61NBG,0.3609522910200512
696,502.0,[2430.231363523502 1597.9463930091079 3169.1622766603264 2149.655313241971],[2688.3974609375 2000.2998046875 2906.400390625 2096.7919921875],0.7185145020484924,EY61NBG,0.3893950471125085
696,370.0,[842.950050973556 1666.843789455988 1605.3681042891433 2152.6178061944547],[1156.4881591796875 2065.1650390625 1262.8701171875 2141.919921875],0.3117161989212036,0,0
697,502.0,[2430.3292715135217 1600.852096509897 3168.8704403625584 2149.8482779548062],[2688.38818359375 2000.2578125 2906.38037109375 2096.809326171875],0.7188625931739807,EY61NBG,0.3893950471125085
697,370.0,[841.9534209612009 1669.507434955039 1604.06408029121 2151.8354700627406],[1156.4423828125 2065.159912109375 1262.920654296875 2141.89208984375],0.31145620346069336,0,0
698,502.0,[2434.48520338861 1604.61210435835 3177.843044325702 2150.457058218496],[2691.3369140625 2010.3262939453125 2912.265380859375 2101.49365234375],0.7141285538673401,EY61NBC,0.6776582493454764
698,358.0,[2188.8925785846504 1338.6445731520198 2774.9815153028185 1831.6835578902005],[2404.533203125 1680.8349609375 2514.21923828125 1751.2598876953125],0.3125994801521301,0,0
699,502.0,[2439.159627441326 1608.040401020871 3190.7884478372052 2151.4079616042627],[2695.98681640625 2010.30908203125 2910.38330078125 2107.91552734375],0.733748733997345,EY61NBG,0.7976216020217252
700,502.0,[2435.0312681483074 1610.3934243237495 3186.3459687062323 2151.4631037845197],[2696.6123046875 2016.8052978515625 2907.23779296875 2107.5625],0.7138979434967041,EY61NBG,0.7393178518731155
701,502.0,[2437.0115633106097 1611.8659803756382 3191.9683211534757 2147.7743197708764],[2696.297607421875 2017.8687744140625 2912.56201171875 2119.19873046875],0.7386998534202576,EY61MBG,0.38664263375738295
702,502.0,[2437.9534463293085 1614.188787353714 3195.896755168823 2145.8050112257815],[2695.286376953125 2020.994384765625 2911.996337890625 2123.212646484375],0.7361176013946533,EY61NBG,0.7914492521031828
702,358.0,[2192.070594394359 1350.3211440348164 2781.046511719291 1844.0098230029566],[2410.5458984375 1687.00390625 2518.64013671875 1749.3974609375],0.44983839988708496,0,0
703,502.0,[2437.6139330378965 1615.6580140236424 3197.4862944800043 2144.125490314776],[2695.2646484375 2020.982421875 2912.01220703125 2123.2197265625],0.7362737655639648,EY61NBG,0.7642572741465816
703,358.0,[2192.123503921287 1352.031370926987 2781.518582501326 1844.6726977299934],[2410.41357421875 1687.101318359375 2518.623046875 1749.453857421875],0.44461753964424133,0,0
704,502.0,[2439.8263925012693 1617.6698721754713 3203.4981332783177 2142.9426877575615],[2694.482177734375 2029.6029052734375 2919.810302734375 2134.38671875],0.6940285563468933,EY61NBG,0.47578953866934887
705,502.0,[2441.227462070414 1621.6283928363432 3205.9272472611556 2142.952085760802],[2702.970703125 2037.6298828125 2916.21533203125 2133.519287109375],0.6558952331542969,EY61NBG,0.6910530731083666
706,502.0,[2442.878406563788 1626.535865069714 3206.5193505327375 2146.000221682729],[2702.0234375 2053.08154296875 2920.5283203125 2139.250244140625],0.6852548122406006,EY61NBG,0.3515642685914158
706,358.0,[2196.1416209729236 1360.0015428267707 2802.709028267632 1853.4361418688814],[2423.172119140625 1695.209228515625 2528.12744140625 1762.07177734375],0.3179844319820404,0,0
707,502.0,[2446.36276287316 1629.6255438604194 3214.3665988802495 2143.608331784938],[2705.451171875 2057.038818359375 2924.052734375 2142.290283203125],0.7209747433662415,EY61NBG,0.5964371420358738
707,590.0,[946.0291062219329 1331.5623012094118 1537.2057381021673 1837.4957105941378],[1162.8642578125 1683.5108642578125 1302.58642578125 1758.1951904296875],0.4947156310081482,0,0
708,590.0,[944.2357638561689 1333.3641056685128 1537.0166673373296 1841.9175098234618],[1124.641845703125 1680.2685546875 1268.7725830078125 1752.8193359375],0.33035504817962646,0,0
709,590.0,[942.91581407571 1333.4901388826695 1536.9141870163835 1843.941627294026],[1124.6209716796875 1680.27978515625 1268.7044677734375 1752.843017578125],0.32962697744369507,0,0
710,358.0,[2195.1396401701063 1372.492331933584 2817.0852822827733 1869.6679733132996],[2413.47216796875 1700.6026611328125 2529.03125 1775.0570068359375],0.3703952729701996,0,0
713,590.0,[930.9100753278884 1344.9652991414084 1536.8886226153854 1865.6239944603824],[1147.868408203125 1683.153076171875 1281.11279296875 1750.220947265625],0.2648290693759918,0,0
714,358.0,[2195.0592140587 1381.3998058132067 2814.37404669953 1886.3705036518406],[2417.323486328125 1716.688720703125 2538.51220703125 1792.3544921875],0.4843848645687103,0,0
714,590.0,[927.6782063893471 1347.36718303617 1535.2860912743045 1871.6329450782146],[1129.06689453125 1688.42919921875 1269.6181640625 1760.283935546875],0.43841490149497986,0,0
715,358.0,[2194.9596991452017 1381.9451516620366 2814.965073268836 1889.1282458262372],[2417.31396484375 1716.6376953125 2538.58203125 1792.359130859375],0.48428216576576233,0,0
715,590.0,[926.2448114015992 1347.667841391738 1534.7485727146382 1874.6767218322766],[1128.9833984375 1688.404052734375 1269.55859375 1760.241455078125],0.4385792016983032,0,0
716,590.0,[917.6248605495916 1350.7871379598055 1529.7922809254655 1883.1612312769303],[1114.509765625 1684.044677734375 1237.993408203125 1752.0712890625],0.37560850381851196,0,0
717,590.0,[913.9443846651542 1352.3635417513578 1529.7758319523882 1886.0896331425665],[1115.28173828125 1688.870849609375 1266.6180419921875 1764.961181640625],0.4086094796657562,0,0
717,358.0,[2193.0082509733725 1385.922998038584 2814.272384775884 1899.7415514545146],[2421.95361328125 1734.1959228515625 2530.75537109375 1801.6197509765625],0.3810780942440033,0,0
718,358.0,[2195.3548286935597 1386.9390400597274 2817.070332222753 1900.1410727082346],[2417.66357421875 1730.8289794921875 2534.355224609375 1797.5592041015625],0.35426461696624756,0,0
719,590.0,[906.2190814658817 1358.2447756305396 1525.1365946013434 1900.9763676377188],[1142.367919921875 1725.094482421875 1291.5582275390625 1797.853271484375],0.3881925344467163,0,0
719,358.0,[2196.2573231718657 1389.869545402267 2821.1468836511 1903.8987986666473],[2423.093994140625 1738.8775634765625 2530.80615234375 1802.86376953125],0.3293829560279846,0,0
720,358.0,[2199.3180141119983 1393.0535999620042 2828.9093055241774 1908.5422556900644],[2421.77685546875 1732.213623046875 2557.5888671875 1815.148681640625],0.5517534613609314,0,0
720,590.0,[903.6501633306734 1361.295641588809 1526.3108544446304 1905.7983846004506],[1117.2691650390625 1701.5181884765625 1239.7021484375 1792.8035888671875],0.3755834400653839,0,0
721,358.0,[2199.681451162911 1393.8570802707573 2832.6971798921495 1910.24520264781],[2421.78955078125 1732.201904296875 2557.59375 1815.177978515625],0.5494834184646606,0,0
721,590.0,[902.2382393228966 1362.002611066007 1527.4644570568855 1907.7278331868683],[1117.365478515625 1701.6375732421875 1239.741455078125 1792.8394775390625],0.37400978803634644,0,0
722,358.0,[2199.2014112583433 1396.1345935298107 2831.679090637526 1912.8495894486948],[2422.2919921875 1732.2645263671875 2558.4931640625 1810.420166015625],0.6121556758880615,0,0
722,590.0,[901.083796609205 1362.771101723509 1526.7973515470599 1909.511313000942],[1118.292724609375 1703.65869140625 1268.542236328125 1792.6732177734375],0.43178701400756836,0,0
723,358.0,[2196.394645278127 1398.4074608909104 2829.6800971058815 1915.24748956154],[2422.27001953125 1741.60107421875 2548.9013671875 1807.694091796875],0.47513696551322937,0,0
723,590.0,[898.961646594129 1366.1889285420234 1524.8011194339733 1913.1509949279653],[1123.8868408203125 1727.07421875 1270.104248046875 1796.5960693359375],0.45865723490715027,0,0
724,358.0,[2195.7148020527475 1400.9039329156215 2829.8291024913033 1917.7754510896614],[2419.518310546875 1738.38134765625 2553.043212890625 1819.9599609375],0.5685669183731079,0,0
724,590.0,[898.992478102115 1369.7522613467372 1523.5548971221492 1917.4139038236963],[1112.611572265625 1724.00830078125 1261.558837890625 1801.549072265625],0.5038990378379822,0,0
725,358.0,[2200.2763599661944 1404.602941815394 2838.732715289891 1921.0505447486212],[2420.4541015625 1743.053466796875 2558.55126953125 1826.12548828125],0.6123504042625427,0,0
725,590.0,[895.8125391890005 1372.6450009275504 1520.4359469913122 1920.889260945596],[1101.531494140625 1725.860595703125 1280.11767578125 1799.6748046875],0.48511776328086853,0,0
726,358.0,[2198.2920818962675 1408.3977666117075 2835.1981283441346 1926.5596197114219],[2427.16552734375 1753.0697021484375 2552.750244140625 1834.8768310546875],0.49911952018737793,0,0
726,590.0,[890.7955527964573 1374.2707005072987 1518.1565316541564 1922.9204288018252],[1131.1007080078125 1732.9456787109375 1283.3983154296875 1802.4364013671875],0.47526898980140686,0,0
727,358.0,[2197.7326099346997 1409.474354552989 2833.424881083433 1928.9240695291292],[2427.207275390625 1753.20751953125 2552.84912109375 1834.948486328125],0.4997963607311249,0,0
727,590.0,[888.4201781626538 1374.6599568804997 1517.7438379091172 1923.5422143996914],[1131.1458740234375 1733.0364990234375 1283.3768310546875 1802.4217529296875],0.47566476464271545,0,0
728,358.0,[2197.2732357152327 1413.954423045739 2829.8470456392934 1933.3169683373467],[2430.90576171875 1755.441162109375 2568.1591796875 1840.6748046875],0.5243716239929199,0,0
728,590.0,[888.8044910339245 1377.139891428991 1519.1711390649957 1926.019664279728],[1117.040771484375 1732.0869140625 1285.288330078125 1801.970947265625],0.41217103600502014,0,0
729,358.0,[2197.264250978864 1416.5184155160023 2827.379522856956 1936.210549142168],[2429.2646484375 1750.1883544921875 2582.072021484375 1840.5289306640625],0.6079289317131042,0,0
729,590.0,[888.4559110663672 1377.1889521814985 1517.7210128212014 1926.4885570698768],[1104.051025390625 1739.354736328125 1292.521484375 1809.43359375],0.2629822790622711,0,0
730,590.0,[886.5466347463062 1380.3360274794936 1517.0644538498955 1930.7278401667377],[1097.67529296875 1730.8018798828125 1272.768798828125 1808.2686767578125],0.5364731550216675,0,0
730,358.0,[2198.4229770625925 1420.3210903952738 2826.4423436064635 1939.2809292657541],[2429.3359375 1738.550537109375 2577.883056640625 1836.380126953125],0.2823091149330139,0,0
731,358.0,[2197.0041149711233 1422.2036698751426 2823.4564594282074 1940.9786100572942],[2430.7548828125 1775.771484375 2566.041748046875 1847.96337890625],0.6043689846992493,0,0
731,590.0,[882.3144875515557 1382.0408739461618 1512.3986136896694 1932.9440381945897],[1111.246826171875 1734.7041015625 1273.43798828125 1818.195068359375],0.5229744911193848,0,0
732,358.0,[2197.6390272440567 1425.556990750742 2822.610036428584 1944.597756802144],[2431.85986328125 1774.31982421875 2572.747314453125 1849.54833984375],0.5798379778862,0,0
732,590.0,[880.4308402727479 1386.6661486111384 1509.6668584893205 1937.55691297367],[1092.61083984375 1732.3948974609375 1234.388671875 1815.1944580078125],0.5598816275596619,0,0
733,358.0,[2198.1092425814363 1426.7606355116407 2822.0539692565694 1946.0219685877366],[2431.8857421875 1774.3721923828125 2572.516357421875 1849.4659423828125],0.5787981152534485,0,0
733,590.0,[880.0243087466852 1388.329803310498 1508.5799818165965 1939.2718252156783],[1092.580078125 1732.376220703125 1234.317138671875 1815.194091796875],0.5592494010925293,0,0
734,590.0,[882.2714102744867 1390.8120199467917 1511.6196592095512 1941.9738719839397],[1088.3134765625 1741.1063232421875 1252.9619140625 1824.465087890625],0.5470122694969177,0,0
734,358.0,[2200.368424841796 1427.103742407984 2826.7670961704634 1945.1711961224828],[2432.19384765625 1785.8323974609375 2555.3486328125 1857.0325927734375],0.5039779543876648,0,0
735,358.0,[2198.2373737704193 1429.613056305277 2828.4388826077666 1948.0737479936565],[2427.380615234375 1781.485107421875 2564.38134765625 1861.99072265625],0.6119197010993958,0,0
735,590.0,[879.8711435791239 1393.1306360788947 1511.7648731032077 1941.8818453624401],[1091.1160888671875 1751.0599365234375 1266.1650390625 1834.962158203125],0.4820183515548706,0,0
736,358.0,[2199.5581922501015 1432.485900088377 2829.515782259916 1950.2560852302336],[2430.29833984375 1776.572265625 2578.6826171875 1859.29443359375],0.5754289031028748,0,0
